,ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,CUSTOMERNAME,COUNTRY,DEALSIZE,Total Order Value
2293,10304,36,73.04,2,2629.44,2004-10-11,Shipped,4,10,2004,Trucks and Buses,64,Auto Assoc. & Cie.,France,Small,59074.9
2294,10313,34,56.24,10,1912.16,2004-10-22,Shipped,4,10,2004,Trucks and Buses,64,Canadian Gift Exchange Network,Canada,Small,36576.71
2295,10324,48,100.0,4,8209.44,2004-11-05,Shipped,4,11,2004,Trucks and Buses,64,Vitachrome Inc.,USA,Large,56372.87
2296,10333,33,73.69,4,2431.77,2004-11-18,Shipped,4,11,2004,Trucks and Buses,64,Mini Wheels Co.,USA,Small,30348.72
2297,10348,31,100.0,5,3139.99,2004-11-01,Shipped,4,11,2004,Trucks and Buses,64,"Corrida Auto Replicas, Ltd",Spain,Medium,34546.6
2298,10358,36,100.0,2,5669.64,2004-12-10,Shipped,4,12,2004,Trucks and Buses,64,Euro Shopping Channel,Spain,Medium,51435.45
2299,10370,25,100.0,3,3160.25,2005-01-20,Shipped,1,1,2005,Trucks and Buses,64,"Anna's Decorations, Ltd",Australia,Medium,29852.17
2300,10382,48,100.0,8,6799.68,2005-02-17,Shipped,1,2,2005,Trucks and Buses,64,Mini Gifts Distributors Ltd.,USA,Medium,55741.020000000004
2301,10411,27,69.16,5,1867.32,2005-05-01,Shipped,2,5,2005,Trucks and Buses,64,Quebec Home Shopping Network,Canada,Small,33692.97
2302,10424,44,61.41,2,2702.04,2005-05-31,In Process,2,5,2005,Trucks and Buses,64,Euro Shopping Channel,Spain,Small,35133.34
2303,10106,33,72.92,5,2406.36,2003-02-17,Shipped,1,2,2003,Vintage Cars,68,Rovelli Gifts,Italy,Small,56181.32
2304,10120,29,72.23,11,2094.67,2003-04-29,Shipped,2,4,2003,Vintage Cars,68,"Australian Collectors, Co.",Australia,Small,50397.66
2305,10133,49,57.1,6,2797.9,2003-06-27,Shipped,2,6,2003,Vintage Cars,68,Euro Shopping Channel,Spain,Small,22167.74
2306,10144,20,81.86,1,1637.2,2003-08-13,Shipped,3,8,2003,Vintage Cars,68,Royale Belge,Belgium,Small,1637.2
2307,10168,31,73.61,12,2281.91,2003-10-28,Shipped,4,10,2003,Vintage Cars,68,Technics Stores Inc.,USA,Small,62305.47
2308,10210,39,59.16,10,2307.24,2004-01-12,Shipped,1,1,2004,Vintage Cars,68,Osaka Souveniers Co.,Japan,Small,50490.64
2309,10223,20,66.04,12,1320.8,2004-02-20,Shipped,1,2,2004,Vintage Cars,68,"Australian Collectors, Co.",Australia,Small,49637.57
2310,10235,34,77.73,6,2642.82,2004-04-02,Shipped,2,4,2004,Vintage Cars,68,"Royal Canadian Collectables, Ltd.",Canada,Small,31302.5
2311,10250,50,61.22,7,3061.0,2004-05-11,Shipped,2,5,2004,Vintage Cars,68,The Sharp Gifts Warehouse,USA,Medium,48472.24
2312,10262,40,79.11,2,3164.4,2004-06-24,Cancelled,2,6,2004,Vintage Cars,68,Euro Shopping Channel,Spain,Medium,50010.65
2313,10275,28,63.97,12,1791.16,2004-07-23,Shipped,3,7,2004,Vintage Cars,68,La Rochelle Gifts,France,Small,56002.9
2314,10284,50,81.86,4,4093.0,2004-08-21,Shipped,3,8,2004,Vintage Cars,68,"Norway Gifts By Mail, Co.",Norway,Medium,34145.47
2315,10297,28,79.8,7,2234.4,2004-09-16,Shipped,3,9,2004,Vintage Cars,68,"Clover Collections, Co.",Ireland,Small,18971.96
2316,10308,46,66.04,10,3037.84,2004-10-15,Shipped,4,10,2004,Vintage Cars,68,Mini Classics,USA,Medium,46873.04
2317,10316,24,59.16,2,1419.84,2004-11-01,Shipped,4,11,2004,Vintage Cars,68,giftsbymail.co.uk,UK,Small,51334.16
2318,10328,24,81.17,5,1948.08,2004-11-12,Shipped,4,11,2004,Vintage Cars,68,Rovelli Gifts,Italy,Small,41696.69
2319,10340,39,59.16,3,2307.24,2004-11-24,Shipped,4,11,2004,Vintage Cars,68,Enaco Distributors,Spain,Small,30183.35
2320,10353,40,44.51,7,1780.4,2004-12-04,Shipped,4,12,2004,Vintage Cars,68,Gift Ideas Corp.,USA,Small,29343.35
2321,10361,49,72.33,2,3544.17,2004-12-17,Shipped,4,12,2004,Vintage Cars,68,Souveniers And Things Co.,Australia,Medium,37905.15
2322,10375,44,82.26,4,3619.44,2005-02-03,Shipped,1,2,2005,Vintage Cars,68,La Rochelle Gifts,France,Medium,59617.4
2323,10388,35,100.0,8,3918.95,2005-03-03,Shipped,1,3,2005,Vintage Cars,68,FunGiftIdeas.com,USA,Medium,37557.66
2324,10398,22,67.41,4,1483.02,2005-03-30,Shipped,1,3,2005,Vintage Cars,68,Reims Collectables,France,Small,52029.07
2325,10401,62,77.73,6,4819.26,2005-04-03,On Hold,2,4,2005,Vintage Cars,68,Tekni Collectables Inc.,USA,Medium,46519.0
2326,10416,26,61.22,7,1591.72,2005-05-10,Shipped,2,5,2005,Vintage Cars,68,L'ordine Souveniers,Italy,Small,41509.94
2327,10108,31,100.0,16,3669.78,2003-03-03,Shipped,1,3,2003,Motorcycles,102,Cruz & Sons Co.,Philippines,Medium,55245.020000000004
2328,10121,25,86.74,3,2168.5,2003-05-07,Shipped,2,5,2003,Motorcycles,102,Reims Collectables,France,Small,18971.96
2329,10135,30,89.8,17,2694.0,2003-07-02,Shipped,3,7,2003,Motorcycles,102,Mini Gifts Distributors Ltd.,USA,Small,59280.51
2330,10145,27,100.0,4,3251.34,2003-08-25,Shipped,3,8,2003,Motorcycles,102,Toys4GrownUps.com,USA,Medium,55776.119999999995
2331,10159,23,100.0,12,2347.15,2003-10-10,Shipped,4,10,2003,Motorcycles,102,Corporate Gift Ideas Co.,USA,Small,62498.29
2332,10169,34,100.0,12,3920.88,2003-11-04,Shipped,4,11,2003,Motorcycles,102,"Anna's Decorations, Ltd",Australia,Medium,41791.95
2333,10180,22,100.0,7,2514.6,2003-11-11,Shipped,4,11,2003,Motorcycles,102,Daedalus Designs Imports,France,Small,48874.28
2334,10190,42,85.72,4,3600.24,2003-11-19,Shipped,4,11,2003,Motorcycles,102,Euro Shopping Channel,Spain,Medium,10986.56
2335,10211,37,100.0,12,4040.03,2004-01-15,Shipped,1,1,2004,Motorcycles,102,Auto Canal Petit,France,Medium,51172.65
2336,10224,30,100.0,5,3336.9,2004-02-21,Shipped,1,2,2004,Motorcycles,102,Daedalus Designs Imports,France,Medium,20178.129999999997
2337,10237,27,100.0,5,3113.64,2004-04-05,Shipped,2,4,2004,Motorcycles,102,Vitachrome Inc.,USA,Medium,24804.34
2338,10252,25,100.0,9,2832.0,2004-05-26,Shipped,2,5,2004,Motorcycles,102,Auto Canal Petit,France,Small,27931.21
2339,10264,34,97.97,7,3330.98,2004-06-30,Shipped,2,6,2004,Motorcycles,102,Gifts4AllAges.com,USA,Medium,19548.35
2340,10276,38,100.0,13,4304.64,2004-08-02,Shipped,3,8,2004,Motorcycles,102,Online Mini Collectables,USA,Medium,52505.36
2341,10285,26,100.0,4,2600.26,2004-08-27,Shipped,3,8,2004,Motorcycles,102,Marta's Replicas Co.,USA,Small,48828.72
2342,10299,38,100.0,7,4382.16,2004-09-30,Shipped,3,9,2004,Motorcycles,102,"Toys of Finland, Co.",Finland,Medium,42744.06
2343,10309,50,84.7,3,4235.0,2004-10-15,Shipped,4,10,2004,Motorcycles,102,Baane Mini Imports,Norway,Medium,19769.68
2344,10319,22,100.0,8,2626.8,2004-11-03,Shipped,4,11,2004,Motorcycles,102,Microscale Inc.,USA,Small,31446.15
2345,10331,32,100.0,4,5026.56,2004-11-17,Shipped,4,11,2004,Motorcycles,102,Motor Mint Distributors Inc.,USA,Medium,48996.1
2346,10341,31,71.02,4,2201.62,2004-11-24,Shipped,4,11,2004,Motorcycles,102,Salzburg Collectables,Austria,Small,45001.11
2347,10355,40,100.0,5,4326.8,2004-12-07,Shipped,4,12,2004,Motorcycles,102,Euro Shopping Channel,Spain,Medium,29884.13
2348,10365,22,100.0,3,3425.18,2005-01-07,Shipped,1,1,2005,Motorcycles,102,Mini Creations Ltd.,USA,Medium,11021.3
2349,10375,41,100.0,15,4701.88,2005-02-03,Shipped,1,2,2005,Motorcycles,102,La Rochelle Gifts,France,Medium,59617.4
2350,10390,45,48.98,12,2204.1,2005-03-04,Shipped,1,3,2005,Motorcycles,102,Mini Gifts Distributors Ltd.,USA,Small,61133.28
2351,10403,45,100.0,5,5189.4,2005-04-08,Shipped,2,4,2005,Motorcycles,102,"UK Collectables, Ltd.",UK,Medium,40802.81
2352,10106,39,40.15,6,1565.85,2003-02-17,Shipped,1,2,2003,Vintage Cars,43,Rovelli Gifts,Italy,Small,56181.32
2353,10120,49,50.62,12,2480.38,2003-04-29,Shipped,2,4,2003,Vintage Cars,43,"Australian Collectors, Co.",Australia,Small,50397.66
2354,10133,27,50.19,7,1355.13,2003-06-27,Shipped,2,6,2003,Vintage Cars,43,Euro Shopping Channel,Spain,Small,22167.74
2355,10143,34,36.66,1,1246.44,2003-08-10,Shipped,3,8,2003,Vintage Cars,43,Mini Creations Ltd.,USA,Small,45738.39
2356,10156,20,41.02,1,820.4,2003-10-08,Shipped,4,10,2003,Vintage Cars,43,Euro Shopping Channel,Spain,Small,5774.48
2357,10168,48,51.93,13,2492.64,2003-10-28,Shipped,4,10,2003,Vintage Cars,43,Technics Stores Inc.,USA,Small,62305.47
2358,10199,29,38.4,1,1113.6,2003-12-01,Shipped,4,12,2003,Vintage Cars,43,West Coast Collectables Co.,USA,Small,8234.56
2359,10210,43,41.02,11,1763.86,2004-01-12,Shipped,1,1,2004,Vintage Cars,43,Osaka Souveniers Co.,Japan,Small,50490.64
2360,10223,41,46.26,13,1896.66,2004-02-20,Shipped,1,2,2004,Vintage Cars,43,"Australian Collectors, Co.",Australia,Small,49637.57
2361,10235,41,35.35,7,1449.35,2004-04-02,Shipped,2,4,2004,Vintage Cars,43,"Royal Canadian Collectables, Ltd.",Canada,Small,31302.5
2362,10250,36,51.93,8,1869.48,2004-05-11,Shipped,2,5,2004,Vintage Cars,43,The Sharp Gifts Warehouse,USA,Small,48472.24
2363,10262,49,37.97,3,1860.53,2004-06-24,Cancelled,2,6,2004,Vintage Cars,43,Euro Shopping Channel,Spain,Small,50010.65
2364,10275,38,45.39,13,1724.82,2004-07-23,Shipped,3,7,2004,Vintage Cars,43,La Rochelle Gifts,France,Small,56002.9
2365,10284,33,51.93,5,1713.69,2004-08-21,Shipped,3,8,2004,Vintage Cars,43,"Norway Gifts By Mail, Co.",Norway,Small,34145.47
2366,10296,26,48.44,1,1259.44,2004-09-15,Shipped,3,9,2004,Vintage Cars,43,"Bavarian Collectables Imports, Co.",Germany,Small,34993.92
2367,10308,47,43.64,11,2051.08,2004-10-15,Shipped,4,10,2004,Vintage Cars,43,Mini Classics,USA,Small,46873.04
2368,10316,34,47.57,3,1617.38,2004-11-01,Shipped,4,11,2004,Vintage Cars,43,giftsbymail.co.uk,UK,Small,51334.16
2369,10328,34,51.93,7,1765.62,2004-11-12,Shipped,4,11,2004,Vintage Cars,43,Rovelli Gifts,Italy,Small,41696.69
2370,10340,40,50.62,4,2024.8,2004-11-24,Shipped,4,11,2004,Vintage Cars,43,Enaco Distributors,Spain,Small,30183.35
2371,10353,40,82.21,8,3288.4,2004-12-04,Shipped,4,12,2004,Vintage Cars,43,Gift Ideas Corp.,USA,Medium,29343.35
2372,10361,33,82.59,3,2725.47,2004-12-17,Shipped,4,12,2004,Vintage Cars,43,Souveniers And Things Co.,Australia,Small,37905.15
2373,10375,49,65.8,5,3224.2,2005-02-03,Shipped,1,2,2005,Vintage Cars,43,La Rochelle Gifts,France,Medium,59617.4
2374,10388,27,100.0,1,3211.38,2005-03-03,Shipped,1,3,2005,Vintage Cars,43,FunGiftIdeas.com,USA,Medium,37557.66
2375,10398,49,36.66,5,1796.34,2005-03-30,Shipped,1,3,2005,Vintage Cars,43,Reims Collectables,France,Small,52029.07
2376,10401,56,35.35,7,1979.6,2005-04-03,On Hold,2,4,2005,Vintage Cars,43,Tekni Collectables Inc.,USA,Small,46519.0
2377,10416,37,51.93,8,1921.41,2005-05-10,Shipped,2,5,2005,Vintage Cars,43,L'ordine Souveniers,Italy,Small,41509.94
2378,10104,33,100.0,7,3705.24,2003-01-31,Shipped,1,1,2003,Trucks and Buses,115,Euro Shopping Channel,Spain,Medium,44621.96
2379,10115,27,100.0,3,2843.91,2003-04-04,Shipped,2,4,2003,Trucks and Buses,115,Classic Legends Inc.,USA,Small,24777.41
2380,10127,46,100.0,9,6176.42,2003-06-03,Shipped,2,6,2003,Trucks and Buses,115,Muscle Machine Inc,USA,Medium,68462.15
2381,10141,44,100.0,3,5500.44,2003-08-01,Shipped,3,8,2003,Trucks and Buses,115,Suominen Souveniers,Finland,Medium,31569.43
2382,10151,26,100.0,1,3220.1,2003-09-21,Shipped,3,9,2003,Trucks and Buses,115,"Oulu Toy Supplies, Inc.",Finland,Medium,37501.58
2383,10165,48,94.92,10,4556.16,2003-10-22,Shipped,4,10,2003,Trucks and Buses,115,"Dragon Souveniers, Ltd.",Singapore,Medium,77809.37
2384,10176,23,100.0,9,3114.89,2003-11-06,Shipped,4,11,2003,Trucks and Buses,115,L'ordine Souveniers,Italy,Medium,44669.74
2385,10184,45,100.0,4,4948.2,2003-11-14,Shipped,4,11,2003,Trucks and Buses,115,"Iberia Gift Imports, Corp.",Spain,Medium,51502.740000000005
2386,10195,49,100.0,4,5161.17,2003-11-25,Shipped,4,11,2003,Trucks and Buses,115,Mini Classics,USA,Medium,38682.95
2387,10207,28,94.92,5,2657.76,2003-12-09,Shipped,4,12,2003,Trucks and Buses,115,Diecast Collectables,USA,Small,63730.78
2388,10220,37,100.0,9,3983.05,2004-02-12,Shipped,1,2,2004,Trucks and Buses,115,"Clover Collections, Co.",Ireland,Medium,38784.47
2389,10230,34,100.0,7,3974.94,2004-03-15,Shipped,1,3,2004,Trucks and Buses,115,"Blauer See Auto, Co.",Germany,Medium,37266.49
2390,10246,22,100.0,3,2928.42,2004-05-05,Shipped,2,5,2004,Trucks and Buses,115,Euro Shopping Channel,Spain,Small,41317.75
2391,10259,29,100.0,2,3054.57,2004-06-15,Shipped,2,6,2004,Trucks and Buses,115,Handji Gifts& Co,Singapore,Medium,45788.72
2392,10271,34,98.39,3,3345.26,2004-07-20,Shipped,3,7,2004,Trucks and Buses,115,Mini Gifts Distributors Ltd.,USA,Medium,41121.58
2393,10282,38,100.0,12,4310.72,2004-08-20,Shipped,3,8,2004,Trucks and Buses,115,Mini Gifts Distributors Ltd.,USA,Medium,52807.15
2394,10292,41,100.0,6,4983.14,2004-09-08,Shipped,3,9,2004,Trucks and Buses,115,Land of Toys Inc.,USA,Medium,39775.74
2395,10305,42,100.0,3,4618.32,2004-10-13,Shipped,4,10,2004,Trucks and Buses,115,Marta's Replicas Co.,USA,Medium,54251.659999999996
2396,10314,28,100.0,12,3403.12,2004-10-22,Shipped,4,10,2004,Trucks and Buses,115,Heintze Collectables,Denmark,Medium,60273.94
2397,10325,38,100.0,4,5190.42,2004-11-05,Shipped,4,11,2004,Trucks and Buses,115,Baane Mini Imports,Norway,Medium,40652.85
2398,10336,23,100.0,8,3141.57,2004-11-20,Shipped,4,11,2004,Trucks and Buses,115,"La Corne D'abondance, Co.",France,Medium,56812.67
2399,10350,31,71.4,8,2213.4,2004-12-02,Shipped,4,12,2004,Trucks and Buses,115,Euro Shopping Channel,Spain,Small,52269.17
2400,10359,46,100.0,2,4896.7,2004-12-15,Shipped,4,12,2004,Trucks and Buses,115,Reims Collectables,France,Medium,30214.42
2401,10371,48,56.55,10,2714.4,2005-01-23,Shipped,1,1,2005,Trucks and Buses,115,Mini Gifts Distributors Ltd.,USA,Small,36124.270000000004
2402,10383,29,100.0,13,3087.05,2005-02-22,Shipped,1,2,2005,Trucks and Buses,115,Euro Shopping Channel,Spain,Medium,41249.74
2403,10395,46,100.0,4,5692.96,2005-03-17,Shipped,1,3,2005,Trucks and Buses,115,Lyon Souveniers,France,Medium,20321.53
2404,10412,26,100.0,3,3460.86,2005-05-03,Shipped,2,5,2005,Trucks and Buses,115,Euro Shopping Channel,Spain,Medium,52287.74
2405,10425,18,100.0,2,1895.94,2005-05-31,In Process,2,5,2005,Trucks and Buses,115,La Rochelle Gifts,France,Small,43784.69
2406,10104,32,53.31,2,1705.92,2003-01-31,Shipped,1,1,2003,Trains,58,Euro Shopping Channel,Spain,Small,44621.96
2407,10117,21,49.21,11,1033.41,2003-04-16,Shipped,2,4,2003,Trains,58,"Dragon Souveniers, Ltd.",Singapore,Small,43657.47
2408,10127,46,69.12,4,3179.52,2003-06-03,Shipped,2,6,2003,Trains,58,Muscle Machine Inc,USA,Medium,68462.15
2409,10142,42,49.79,14,2091.18,2003-08-08,Shipped,3,8,2003,Trains,58,Mini Gifts Distributors Ltd.,USA,Small,63088.16
2410,10153,31,57.41,13,1779.71,2003-09-28,Shipped,3,9,2003,Trains,58,Euro Shopping Channel,Spain,Small,47727.82
2411,10165,38,66.78,5,2537.64,2003-10-22,Shipped,4,10,2003,Trains,58,"Dragon Souveniers, Ltd.",Singapore,Small,77809.37
2412,10176,38,64.44,4,2448.72,2003-11-06,Shipped,4,11,2003,Trains,58,L'ordine Souveniers,Italy,Small,44669.74
2413,10185,20,48.62,15,972.4,2003-11-14,Shipped,4,11,2003,Trains,58,Mini Creations Ltd.,USA,Small,52191.44
2414,10196,46,62.09,7,2856.14,2003-11-26,Shipped,4,11,2003,Trains,58,Super Scale Inc.,USA,Small,42498.76
2415,10208,30,65.61,15,1968.3,2004-01-02,Shipped,1,1,2004,Trains,58,"Saveley & Henriot, Co.",France,Small,54536.87
2416,10220,30,68.54,4,2056.2,2004-02-12,Shipped,1,2,2004,Trains,58,"Clover Collections, Co.",Ireland,Small,38784.47
2417,10230,43,52.14,2,2242.02,2004-03-15,Shipped,1,3,2004,Trains,58,"Blauer See Auto, Co.",Germany,Small,37266.49
2418,10247,49,63.85,4,3128.65,2004-05-05,Shipped,2,5,2004,Trains,58,Suominen Souveniers,Finland,Medium,31018.23
2419,10272,43,56.82,4,2443.26,2004-07-20,Shipped,3,7,2004,Trains,58,Diecast Classics Inc.,USA,Small,27149.26
2420,10282,37,66.78,7,2470.86,2004-08-20,Shipped,3,8,2004,Trains,58,Mini Gifts Distributors Ltd.,USA,Small,52807.15
2421,10292,35,55.07,1,1927.45,2004-09-08,Shipped,3,9,2004,Trains,58,Land of Toys Inc.,USA,Small,39775.74
2422,10306,34,60.34,15,2051.56,2004-10-14,Shipped,4,10,2004,Trains,58,"AV Stores, Co.",UK,Small,57827.61
2423,10314,38,61.51,7,2337.38,2004-10-22,Shipped,4,10,2004,Trains,58,Heintze Collectables,Denmark,Small,60273.94
2424,10325,44,100.0,7,5932.96,2004-11-05,Shipped,4,11,2004,Trains,58,Baane Mini Imports,Norway,Medium,40652.85
2425,10337,21,100.0,6,2296.77,2004-11-21,Shipped,4,11,2004,Trains,58,Classic Legends Inc.,USA,Small,27733.04
2426,10350,44,100.0,17,6490.88,2004-12-02,Shipped,4,12,2004,Trains,58,Euro Shopping Channel,Spain,Medium,52269.17
2427,10359,25,64.93,4,1623.25,2004-12-15,Shipped,4,12,2004,Trains,58,Reims Collectables,France,Small,30214.42
2428,10372,24,58.58,9,1405.92,2005-01-26,Shipped,1,1,2005,Trains,58,"Tokyo Collectables, Ltd",Japan,Small,38191.39
2429,10383,38,60.06,10,2282.28,2005-02-22,Shipped,1,2,2005,Trains,58,Euro Shopping Channel,Spain,Small,41249.74
2430,10395,45,100.0,3,8977.05,2005-03-17,Shipped,1,3,2005,Trains,58,Lyon Souveniers,France,Large,20321.53
2431,10413,51,63.85,4,3256.35,2005-05-05,Shipped,2,5,2005,Trains,58,Gift Depot Inc.,USA,Medium,31648.47
2432,10108,34,82.99,14,2821.66,2003-03-03,Shipped,1,3,2003,Motorcycles,81,Cruz & Sons Co.,Philippines,Small,55245.020000000004
2433,10121,44,74.85,1,3293.4,2003-05-07,Shipped,2,5,2003,Motorcycles,81,Reims Collectables,France,Medium,18971.96
2434,10135,44,96.0,15,4224.0,2003-07-02,Shipped,3,7,2003,Motorcycles,81,Mini Gifts Distributors Ltd.,USA,Medium,59280.51
2435,10145,38,81.36,2,3091.68,2003-08-25,Shipped,3,8,2003,Motorcycles,81,Toys4GrownUps.com,USA,Medium,55776.119999999995
2436,10159,31,71.6,10,2219.6,2003-10-10,Shipped,4,10,2003,Motorcycles,81,Corporate Gift Ideas Co.,USA,Small,62498.29
2437,10169,48,80.55,10,3866.4,2003-11-04,Shipped,4,11,2003,Motorcycles,81,"Anna's Decorations, Ltd",Australia,Medium,41791.95
2438,10180,21,93.56,5,1964.76,2003-11-11,Shipped,4,11,2003,Motorcycles,81,Daedalus Designs Imports,France,Small,48874.28
2439,10190,40,66.72,2,2668.8,2003-11-19,Shipped,4,11,2003,Motorcycles,81,Euro Shopping Channel,Spain,Small,10986.56
2440,10211,40,80.55,10,3222.0,2004-01-15,Shipped,1,1,2004,Motorcycles,81,Auto Canal Petit,France,Medium,51172.65
2441,10224,50,77.29,3,3864.5,2004-02-21,Shipped,1,2,2004,Motorcycles,81,Daedalus Designs Imports,France,Medium,20178.129999999997
2442,10237,20,68.34,3,1366.8,2004-04-05,Shipped,2,4,2004,Motorcycles,81,Vitachrome Inc.,USA,Small,24804.34
2443,10252,48,72.41,7,3475.68,2004-05-26,Shipped,2,5,2004,Motorcycles,81,Auto Canal Petit,France,Medium,27931.21
2444,10264,47,89.5,5,4206.5,2004-06-30,Shipped,2,6,2004,Motorcycles,81,Gifts4AllAges.com,USA,Medium,19548.35
2445,10276,21,70.78,11,1486.38,2004-08-02,Shipped,3,8,2004,Motorcycles,81,Online Mini Collectables,USA,Small,52505.36
2446,10285,39,78.92,2,3077.88,2004-08-27,Shipped,3,8,2004,Motorcycles,81,Marta's Replicas Co.,USA,Medium,48828.72
2447,10299,44,80.55,5,3544.2,2004-09-30,Shipped,3,9,2004,Motorcycles,81,"Toys of Finland, Co.",Finland,Medium,42744.06
2448,10309,28,88.68,1,2483.04,2004-10-15,Shipped,4,10,2004,Motorcycles,81,Baane Mini Imports,Norway,Small,19769.68
2449,10319,45,77.29,6,3478.05,2004-11-03,Shipped,4,11,2004,Motorcycles,81,Microscale Inc.,USA,Medium,31446.15
2450,10331,20,100.0,5,3657.8,2004-11-17,Shipped,4,11,2004,Motorcycles,81,Motor Mint Distributors Inc.,USA,Medium,48996.1
2451,10341,38,100.0,3,4682.36,2004-11-24,Shipped,4,11,2004,Motorcycles,81,Salzburg Collectables,Austria,Medium,45001.11
2452,10356,26,100.0,4,3937.7,2004-12-09,Shipped,4,12,2004,Motorcycles,81,Lyon Souveniers,France,Medium,32623.93
2453,10365,44,100.0,2,4984.32,2005-01-07,Shipped,1,1,2005,Motorcycles,81,Mini Creations Ltd.,USA,Medium,11021.3
2454,10375,49,100.0,8,5406.66,2005-02-03,Shipped,1,2,2005,Motorcycles,81,La Rochelle Gifts,France,Medium,59617.4
2455,10390,22,100.0,13,3491.18,2005-03-04,Shipped,1,3,2005,Motorcycles,81,Mini Gifts Distributors Ltd.,USA,Medium,61133.28
2456,10403,31,68.34,3,2118.54,2005-04-08,Shipped,2,4,2005,Motorcycles,81,"UK Collectables, Ltd.",UK,Small,40802.81
2457,10105,41,70.67,5,2897.47,2003-02-11,Shipped,1,2,2003,Ships,66,Danish Wholesale Imports,Denmark,Small,58871.11
2458,10119,25,76.67,14,1916.75,2003-04-28,Shipped,2,4,2003,Ships,66,Salzburg Collectables,Austria,Small,38629.14
2459,10129,31,60.0,5,1860.0,2003-06-12,Shipped,2,6,2003,Ships,66,"Stylish Desk Decors, Co.",UK,Small,32376.29
2460,10142,41,64.0,2,2624.0,2003-08-08,Shipped,3,8,2003,Ships,66,Mini Gifts Distributors Ltd.,USA,Small,63088.16
2461,10153,43,64.67,1,2780.81,2003-09-28,Shipped,3,9,2003,Ships,66,Euro Shopping Channel,Spain,Small,47727.82
2462,10167,43,75.34,12,3239.62,2003-10-23,Cancelled,4,10,2003,Ships,66,Scandinavian Gift Ideas,Sweden,Medium,48710.92
2463,10177,24,76.0,3,1824.0,2003-11-07,Shipped,4,11,2003,Ships,66,CAF Imports,Spain,Small,34311.35
2464,10185,21,54.0,3,1134.0,2003-11-14,Shipped,4,11,2003,Ships,66,Mini Creations Ltd.,USA,Small,52191.44
2465,10197,23,64.67,9,1487.41,2003-11-26,Shipped,4,11,2003,Ships,66,Enaco Distributors,Spain,Small,44009.31
2466,10208,38,74.67,3,2837.46,2004-01-02,Shipped,1,1,2004,Ships,66,"Saveley & Henriot, Co.",France,Small,54536.87
2467,10222,31,62.67,15,1942.77,2004-02-19,Shipped,1,2,2004,Ships,66,Collectable Mini Designs Co.,USA,Small,61617.01
2468,10233,36,70.67,3,2544.12,2004-03-29,Shipped,1,3,2004,Ships,66,Tekni Collectables Inc.,USA,Small,8722.119999999999
2469,10248,36,71.34,6,2568.24,2004-05-07,Cancelled,2,5,2004,Ships,66,Land of Toys Inc.,USA,Small,45357.659999999996
2470,10261,34,62.0,4,2108.0,2004-06-17,Shipped,2,6,2004,Ships,66,Quebec Home Shopping Network,Canada,Small,24564.53
2471,10273,21,65.34,7,1372.14,2004-07-21,Shipped,3,7,2004,Ships,66,Petit Auto,Belgium,Small,47760.479999999996
2472,10283,45,78.67,9,3540.15,2004-08-20,Shipped,3,8,2004,Ships,66,"Royal Canadian Collectables, Ltd.",Canada,Medium,43332.35
2473,10295,26,75.34,4,1958.84,2004-09-10,Shipped,3,9,2004,Ships,66,Gifts4AllAges.com,USA,Small,15344.64
2474,10306,50,54.0,3,2700.0,2004-10-14,Shipped,4,10,2004,Ships,66,"AV Stores, Co.",UK,Small,57827.61
2475,10315,41,62.0,2,2542.0,2004-10-29,Shipped,4,10,2004,Ships,66,La Rochelle Gifts,France,Small,20719.91
2476,10326,39,60.0,1,2340.0,2004-11-09,Shipped,4,11,2004,Ships,66,"Volvo Model Replicas, Co",Sweden,Small,20146.32
2477,10339,22,100.0,5,2816.44,2004-11-23,Shipped,4,11,2004,Ships,66,"Tokyo Collectables, Ltd",Japan,Small,55888.65
2478,10350,46,76.67,11,3526.82,2004-12-02,Shipped,4,12,2004,Ships,66,Euro Shopping Channel,Spain,Medium,52269.17
2479,10373,44,100.0,14,4627.92,2005-01-31,Shipped,1,1,2005,Ships,66,"Oulu Toy Supplies, Inc.",Finland,Medium,49055.4
2480,10385,25,77.34,1,1933.5,2005-02-28,Shipped,1,2,2005,Ships,66,Mini Gifts Distributors Ltd.,USA,Small,5098.48
2481,10396,39,66.67,1,2600.13,2005-03-23,Shipped,1,3,2005,Ships,66,Mini Gifts Distributors Ltd.,USA,Small,32194.79
2482,10414,37,71.34,6,2639.58,2005-05-06,On Hold,2,5,2005,Ships,66,Gifts4AllAges.com,USA,Small,48316.89
2483,10106,31,100.0,7,3312.97,2003-02-17,Shipped,1,2,2003,Planes,91,Rovelli Gifts,Italy,Medium,56181.32
2484,10120,47,82.21,13,3863.87,2003-04-29,Shipped,2,4,2003,Planes,91,"Australian Collectors, Co.",Australia,Medium,50397.66
2485,10133,24,77.64,8,1863.36,2003-06-27,Shipped,2,6,2003,Planes,91,Euro Shopping Channel,Spain,Small,22167.74
2486,10143,36,100.0,2,3945.96,2003-08-10,Shipped,3,8,2003,Planes,91,Mini Creations Ltd.,USA,Medium,45738.39
2487,10156,48,100.0,2,4954.08,2003-10-08,Shipped,4,10,2003,Planes,91,Euro Shopping Channel,Spain,Medium,5774.48
